paymentid,policyid,transactionref,status,datetime
PAY-2136,PLY-712,TXN-PAY-2136,notreceived,2018-04-01
PAY-2137,PLY-712,TXN-PAY-2137,received,2016-04-29
PAY-2138,PLY-713,TXN-PAY-2138,received,2017-05-08
PAY-2139,PLY-713,TXN-PAY-2139,received,2018-11-21
PAY-2140,PLY-713,TXN-PAY-2140,received,2018-05-01
PAY-2141,PLY-714,TXN-PAY-2141,received,2018-01-07
PAY-2142,PLY-714,TXN-PAY-2142,received,2016-02-29
PAY-2143,PLY-714,TXN-PAY-2143,received,2016-09-16
PAY-2144,PLY-715,TXN-PAY-2144,received,2015-08-23
PAY-2145,PLY-715,TXN-PAY-2145,received,2018-02-11
PAY-2146,PLY-715,TXN-PAY-2146,received,2018-09-21
PAY-2147,PLY-716,TXN-PAY-2147,received,2018-02-20
PAY-2148,PLY-716,TXN-PAY-2148,received,2017-10-22
PAY-2149,PLY-716,TXN-PAY-2149,received,2018-03-16
PAY-2150,PLY-717,TXN-PAY-2150,notreceived,2015-01-01
PAY-2151,PLY-717,TXN-PAY-2151,notreceived,2018-11-09
PAY-2152,PLY-717,TXN-PAY-2152,received,2015-03-30
PAY-2153,PLY-718,TXN-PAY-2153,received,2015-11-09
PAY-2154,PLY-718,TXN-PAY-2154,received,2018-06-07
PAY-2155,PLY-718,TXN-PAY-2155,received,2016-03-29
PAY-2156,PLY-719,TXN-PAY-2156,notreceived,2015-07-23
PAY-2157,PLY-719,TXN-PAY-2157,received,2015-08-17
PAY-2158,PLY-719,TXN-PAY-2158,notreceived,2018-01-09
PAY-2159,PLY-720,TXN-PAY-2159,received,2017-11-16
PAY-2160,PLY-720,TXN-PAY-2160,received,2016-07-31
PAY-2161,PLY-720,TXN-PAY-2161,received,2018-09-28
PAY-2162,PLY-721,TXN-PAY-2162,received,2018-03-08
PAY-2163,PLY-721,TXN-PAY-2163,received,2015-05-21
PAY-2164,PLY-721,TXN-PAY-2164,received,2015-07-07
PAY-2165,PLY-722,TXN-PAY-2165,received,2015-01-21
PAY-2166,PLY-722,TXN-PAY-2166,received,2017-01-18
PAY-2167,PLY-722,TXN-PAY-2167,received,2015-01-12
PAY-2168,PLY-723,TXN-PAY-2168,received,2017-06-24
PAY-2169,PLY-723,TXN-PAY-2169,received,2016-11-13
PAY-2170,PLY-723,TXN-PAY-2170,received,2016-09-13
PAY-2171,PLY-724,TXN-PAY-2171,received,2016-09-15
PAY-2172,PLY-724,TXN-PAY-2172,notreceived,2017-03-21
PAY-2173,PLY-724,TXN-PAY-2173,received,2016-11-19
PAY-2174,PLY-725,TXN-PAY-2174,received,2018-06-14
PAY-2175,PLY-725,TXN-PAY-2175,received,2015-06-22
PAY-2176,PLY-725,TXN-PAY-2176,received,2018-11-04
PAY-2177,PLY-726,TXN-PAY-2177,received,2016-06-14
PAY-2178,PLY-726,TXN-PAY-2178,received,2017-06-29
PAY-2179,PLY-726,TXN-PAY-2179,received,2017-10-11
PAY-2180,PLY-727,TXN-PAY-2180,received,2016-01-29
PAY-2181,PLY-727,TXN-PAY-2181,notreceived,2016-09-21
PAY-2182,PLY-727,TXN-PAY-2182,notreceived,2016-02-14
PAY-2183,PLY-728,TXN-PAY-2183,received,2018-12-16
PAY-2184,PLY-728,TXN-PAY-2184,received,2017-11-23
PAY-2185,PLY-728,TXN-PAY-2185,received,2017-11-12
PAY-2186,PLY-729,TXN-PAY-2186,notreceived,2015-10-28
PAY-2187,PLY-729,TXN-PAY-2187,received,2017-10-11
PAY-2188,PLY-729,TXN-PAY-2188,notreceived,2018-11-30
PAY-2189,PLY-730,TXN-PAY-2189,received,2018-06-04
PAY-2190,PLY-730,TXN-PAY-2190,received,2015-03-10
PAY-2191,PLY-730,TXN-PAY-2191,notreceived,2015-03-26
PAY-2192,PLY-731,TXN-PAY-2192,received,2016-02-09
PAY-2193,PLY-731,TXN-PAY-2193,received,2016-08-12
PAY-2194,PLY-731,TXN-PAY-2194,received,2015-10-13
PAY-2195,PLY-732,TXN-PAY-2195,received,2015-11-01
PAY-2196,PLY-732,TXN-PAY-2196,received,2016-01-10
PAY-2197,PLY-732,TXN-PAY-2197,received,2016-05-06
PAY-2198,PLY-733,TXN-PAY-2198,received,2016-07-31
PAY-2199,PLY-733,TXN-PAY-2199,received,2016-05-05
PAY-2200,PLY-733,TXN-PAY-2200,received,2015-08-05
PAY-2201,PLY-734,TXN-PAY-2201,received,2016-04-14
PAY-2202,PLY-734,TXN-PAY-2202,received,2018-12-02
PAY-2203,PLY-734,TXN-PAY-2203,received,2015-08-10
PAY-2204,PLY-735,TXN-PAY-2204,received,2017-08-09
PAY-2205,PLY-735,TXN-PAY-2205,received,2017-08-04
PAY-2206,PLY-735,TXN-PAY-2206,received,2016-05-02
PAY-2207,PLY-736,TXN-PAY-2207,received,2015-08-02
PAY-2208,PLY-736,TXN-PAY-2208,received,2018-05-06
PAY-2209,PLY-736,TXN-PAY-2209,received,2018-09-25
PAY-2210,PLY-737,TXN-PAY-2210,received,2018-01-19
PAY-2211,PLY-737,TXN-PAY-2211,received,2018-10-31
PAY-2212,PLY-737,TXN-PAY-2212,received,2018-06-17
PAY-2213,PLY-738,TXN-PAY-2213,received,2015-09-26
PAY-2214,PLY-738,TXN-PAY-2214,received,2017-12-25
PAY-2215,PLY-738,TXN-PAY-2215,received,2016-12-08
PAY-2216,PLY-739,TXN-PAY-2216,received,2018-03-05
PAY-2217,PLY-739,TXN-PAY-2217,received,2016-08-15
PAY-2218,PLY-739,TXN-PAY-2218,received,2016-09-20
PAY-2219,PLY-740,TXN-PAY-2219,received,2016-07-18
PAY-2220,PLY-740,TXN-PAY-2220,received,2016-03-01
PAY-2221,PLY-740,TXN-PAY-2221,received,2016-12-11
PAY-2222,PLY-741,TXN-PAY-2222,received,2017-12-13
PAY-2223,PLY-741,TXN-PAY-2223,received,2018-11-02
PAY-2224,PLY-741,TXN-PAY-2224,received,2015-08-08
PAY-2225,PLY-742,TXN-PAY-2225,notreceived,2018-06-14
PAY-2226,PLY-742,TXN-PAY-2226,received,2018-08-13
PAY-2227,PLY-742,TXN-PAY-2227,notreceived,2016-11-07
PAY-2228,PLY-743,TXN-PAY-2228,received,2018-10-20
PAY-2229,PLY-743,TXN-PAY-2229,received,2017-10-12
PAY-2230,PLY-743,TXN-PAY-2230,received,2015-11-11
PAY-2231,PLY-744,TXN-PAY-2231,received,2017-10-26
PAY-2232,PLY-744,TXN-PAY-2232,received,2018-05-11
PAY-2233,PLY-744,TXN-PAY-2233,received,2018-12-15
PAY-2234,PLY-745,TXN-PAY-2234,received,2018-06-23
PAY-2235,PLY-745,TXN-PAY-2235,received,2018-03-07
PAY-2236,PLY-745,TXN-PAY-2236,received,2015-10-20
PAY-2237,PLY-746,TXN-PAY-2237,notreceived,2017-07-23
PAY-2238,PLY-746,TXN-PAY-2238,notreceived,2017-10-31
PAY-2239,PLY-746,TXN-PAY-2239,received,2017-08-03
PAY-2240,PLY-747,TXN-PAY-2240,notreceived,2015-08-13
PAY-2241,PLY-747,TXN-PAY-2241,received,2016-04-04
PAY-2242,PLY-747,TXN-PAY-2242,notreceived,2016-09-15
PAY-2243,PLY-748,TXN-PAY-2243,received,2016-09-14
PAY-2244,PLY-748,TXN-PAY-2244,received,2017-01-18
PAY-2245,PLY-748,TXN-PAY-2245,received,2018-03-27
PAY-2246,PLY-749,TXN-PAY-2246,notreceived,2015-06-23
PAY-2247,PLY-749,TXN-PAY-2247,received,2018-06-19
PAY-2248,PLY-749,TXN-PAY-2248,received,2018-11-25
PAY-2249,PLY-750,TXN-PAY-2249,received,2017-08-15
PAY-2250,PLY-750,TXN-PAY-2250,received,2017-03-03
PAY-2251,PLY-750,TXN-PAY-2251,received,2018-08-24
PAY-2252,PLY-751,TXN-PAY-2252,received,2018-04-18
PAY-2253,PLY-751,TXN-PAY-2253,received,2016-11-14
PAY-2254,PLY-751,TXN-PAY-2254,received,2018-10-30
PAY-2255,PLY-752,TXN-PAY-2255,received,2017-08-08
PAY-2256,PLY-752,TXN-PAY-2256,notreceived,2018-07-24
PAY-2257,PLY-752,TXN-PAY-2257,received,2018-07-18
PAY-2258,PLY-753,TXN-PAY-2258,received,2018-03-06
PAY-2259,PLY-753,TXN-PAY-2259,received,2018-02-22
PAY-2260,PLY-753,TXN-PAY-2260,received,2016-07-24
PAY-2261,PLY-754,TXN-PAY-2261,received,2018-05-10
PAY-2262,PLY-754,TXN-PAY-2262,received,2015-07-29
PAY-2263,PLY-754,TXN-PAY-2263,received,2018-10-13
PAY-2264,PLY-755,TXN-PAY-2264,received,2015-05-24
PAY-2265,PLY-755,TXN-PAY-2265,notreceived,2017-10-26
PAY-2266,PLY-755,TXN-PAY-2266,notreceived,2015-02-21
PAY-2267,PLY-756,TXN-PAY-2267,received,2017-07-14
PAY-2268,PLY-756,TXN-PAY-2268,received,2017-02-06
PAY-2269,PLY-756,TXN-PAY-2269,received,2016-08-10
PAY-2270,PLY-757,TXN-PAY-2270,received,2017-05-07
PAY-2271,PLY-757,TXN-PAY-2271,received,2017-07-03
PAY-2272,PLY-757,TXN-PAY-2272,received,2018-03-28
PAY-2273,PLY-758,TXN-PAY-2273,received,2017-05-09
PAY-2274,PLY-758,TXN-PAY-2274,received,2016-10-18
PAY-2275,PLY-758,TXN-PAY-2275,received,2015-10-19
PAY-2276,PLY-759,TXN-PAY-2276,notreceived,2017-06-09
PAY-2277,PLY-759,TXN-PAY-2277,received,2015-12-19
PAY-2278,PLY-759,TXN-PAY-2278,received,2017-02-06
PAY-2279,PLY-760,TXN-PAY-2279,received,2017-12-18
PAY-2280,PLY-760,TXN-PAY-2280,notreceived,2018-07-19
PAY-2281,PLY-760,TXN-PAY-2281,received,2015-05-15
PAY-2282,PLY-761,TXN-PAY-2282,received,2016-08-05
PAY-2283,PLY-761,TXN-PAY-2283,notreceived,2018-05-03
PAY-2284,PLY-761,TXN-PAY-2284,received,2015-03-08
PAY-2285,PLY-762,TXN-PAY-2285,received,2018-07-18
PAY-2286,PLY-762,TXN-PAY-2286,received,2015-11-07
PAY-2287,PLY-762,TXN-PAY-2287,received,2016-08-20
PAY-2288,PLY-763,TXN-PAY-2288,received,2016-08-12
PAY-2289,PLY-763,TXN-PAY-2289,received,2016-07-31
PAY-2290,PLY-763,TXN-PAY-2290,notreceived,2015-06-24
PAY-2291,PLY-764,TXN-PAY-2291,received,2018-12-02
PAY-2292,PLY-764,TXN-PAY-2292,received,2016-01-26
PAY-2293,PLY-764,TXN-PAY-2293,received,2017-04-22
PAY-2294,PLY-765,TXN-PAY-2294,received,2016-06-19
PAY-2295,PLY-765,TXN-PAY-2295,notreceived,2016-10-13
PAY-2296,PLY-765,TXN-PAY-2296,received,2017-02-26
PAY-2297,PLY-766,TXN-PAY-2297,received,2015-07-16
PAY-2298,PLY-766,TXN-PAY-2298,received,2017-12-24
PAY-2299,PLY-766,TXN-PAY-2299,received,2018-12-07
PAY-2300,PLY-767,TXN-PAY-2300,received,2016-12-04
PAY-2301,PLY-767,TXN-PAY-2301,received,2015-01-15
PAY-2302,PLY-767,TXN-PAY-2302,received,2016-02-14
PAY-2303,PLY-768,TXN-PAY-2303,received,2018-12-01
PAY-2304,PLY-768,TXN-PAY-2304,received,2016-09-22
PAY-2305,PLY-768,TXN-PAY-2305,notreceived,2018-08-05
PAY-2306,PLY-769,TXN-PAY-2306,received,2016-04-23
PAY-2307,PLY-769,TXN-PAY-2307,notreceived,2016-05-04
PAY-2308,PLY-769,TXN-PAY-2308,received,2017-07-30
PAY-2309,PLY-770,TXN-PAY-2309,received,2017-01-15
PAY-2310,PLY-770,TXN-PAY-2310,received,2016-07-14
PAY-2311,PLY-770,TXN-PAY-2311,received,2015-03-11
PAY-2312,PLY-771,TXN-PAY-2312,received,2017-12-10
PAY-2313,PLY-771,TXN-PAY-2313,received,2016-07-27
PAY-2314,PLY-771,TXN-PAY-2314,received,2015-07-13
PAY-2315,PLY-772,TXN-PAY-2315,received,2015-03-19
PAY-2316,PLY-772,TXN-PAY-2316,received,2015-02-21
PAY-2317,PLY-772,TXN-PAY-2317,received,2018-12-27
PAY-2318,PLY-773,TXN-PAY-2318,received,2018-12-22
PAY-2319,PLY-773,TXN-PAY-2319,received,2017-06-15
PAY-2320,PLY-773,TXN-PAY-2320,received,2018-03-08
PAY-2321,PLY-774,TXN-PAY-2321,received,2015-11-15
PAY-2322,PLY-774,TXN-PAY-2322,received,2018-11-03
PAY-2323,PLY-774,TXN-PAY-2323,received,2018-11-14
PAY-2324,PLY-775,TXN-PAY-2324,notreceived,2018-07-07
PAY-2325,PLY-775,TXN-PAY-2325,received,2016-06-16
PAY-2326,PLY-775,TXN-PAY-2326,received,2016-05-26
PAY-2327,PLY-776,TXN-PAY-2327,received,2016-06-16
PAY-2328,PLY-776,TXN-PAY-2328,received,2018-12-16
PAY-2329,PLY-776,TXN-PAY-2329,received,2018-03-07
PAY-2330,PLY-777,TXN-PAY-2330,received,2018-09-19
PAY-2331,PLY-777,TXN-PAY-2331,notreceived,2018-03-24
PAY-2332,PLY-777,TXN-PAY-2332,received,2018-12-04
PAY-2333,PLY-778,TXN-PAY-2333,received,2015-07-26
PAY-2334,PLY-778,TXN-PAY-2334,received,2018-09-09
PAY-2335,PLY-778,TXN-PAY-2335,received,2017-03-19
PAY-2336,PLY-779,TXN-PAY-2336,received,2016-03-03
PAY-2337,PLY-779,TXN-PAY-2337,received,2018-11-18
PAY-2338,PLY-779,TXN-PAY-2338,received,2015-08-13
PAY-2339,PLY-780,TXN-PAY-2339,notreceived,2018-09-04
PAY-2340,PLY-780,TXN-PAY-2340,received,2017-11-04
PAY-2341,PLY-780,TXN-PAY-2341,notreceived,2015-11-24
PAY-2342,PLY-781,TXN-PAY-2342,received,2017-03-11
PAY-2343,PLY-781,TXN-PAY-2343,received,2015-02-20
PAY-2344,PLY-781,TXN-PAY-2344,received,2017-03-31
PAY-2345,PLY-782,TXN-PAY-2345,received,2017-11-30
PAY-2346,PLY-782,TXN-PAY-2346,received,2016-03-30
PAY-2347,PLY-782,TXN-PAY-2347,received,2016-09-30
PAY-2348,PLY-783,TXN-PAY-2348,received,2017-10-14
PAY-2349,PLY-783,TXN-PAY-2349,received,2016-05-24
PAY-2350,PLY-783,TXN-PAY-2350,received,2015-04-28
PAY-2351,PLY-784,TXN-PAY-2351,received,2018-07-06
PAY-2352,PLY-784,TXN-PAY-2352,received,2017-06-02
PAY-2353,PLY-784,TXN-PAY-2353,notreceived,2017-09-14
PAY-2354,PLY-785,TXN-PAY-2354,notreceived,2017-12-18
PAY-2355,PLY-785,TXN-PAY-2355,received,2015-09-05
PAY-2356,PLY-785,TXN-PAY-2356,received,2017-10-08
PAY-2357,PLY-786,TXN-PAY-2357,notreceived,2016-04-09
PAY-2358,PLY-786,TXN-PAY-2358,received,2016-02-21
PAY-2359,PLY-786,TXN-PAY-2359,received,2017-05-11
PAY-2360,PLY-787,TXN-PAY-2360,received,2015-07-19
PAY-2361,PLY-787,TXN-PAY-2361,received,2016-08-21
PAY-2362,PLY-787,TXN-PAY-2362,received,2017-12-31
PAY-2363,PLY-788,TXN-PAY-2363,received,2018-06-16
PAY-2364,PLY-788,TXN-PAY-2364,received,2018-07-12
PAY-2365,PLY-788,TXN-PAY-2365,notreceived,2018-06-13
PAY-2366,PLY-789,TXN-PAY-2366,received,2017-04-11
PAY-2367,PLY-789,TXN-PAY-2367,received,2016-03-25
PAY-2368,PLY-789,TXN-PAY-2368,received,2018-09-11
PAY-2369,PLY-790,TXN-PAY-2369,notreceived,2016-09-27
PAY-2370,PLY-790,TXN-PAY-2370,received,2015-09-05
PAY-2371,PLY-790,TXN-PAY-2371,received,2015-12-19
PAY-2372,PLY-791,TXN-PAY-2372,received,2015-08-27
PAY-2373,PLY-791,TXN-PAY-2373,received,2018-09-10
PAY-2374,PLY-791,TXN-PAY-2374,received,2017-11-03
PAY-2375,PLY-792,TXN-PAY-2375,received,2016-02-09
PAY-2376,PLY-792,TXN-PAY-2376,notreceived,2016-04-27
PAY-2377,PLY-792,TXN-PAY-2377,received,2017-12-08
PAY-2378,PLY-793,TXN-PAY-2378,received,2017-08-06
PAY-2379,PLY-793,TXN-PAY-2379,received,2018-03-26
PAY-2380,PLY-793,TXN-PAY-2380,received,2016-03-08
PAY-2381,PLY-794,TXN-PAY-2381,received,2016-06-18
PAY-2382,PLY-794,TXN-PAY-2382,received,2016-05-05
PAY-2383,PLY-794,TXN-PAY-2383,notreceived,2017-07-14
PAY-2384,PLY-795,TXN-PAY-2384,received,2016-01-05
PAY-2385,PLY-795,TXN-PAY-2385,notreceived,2015-04-27
PAY-2386,PLY-795,TXN-PAY-2386,received,2018-10-25
PAY-2387,PLY-796,TXN-PAY-2387,received,2016-12-09
PAY-2388,PLY-796,TXN-PAY-2388,received,2016-06-06
PAY-2389,PLY-796,TXN-PAY-2389,received,2015-10-11
PAY-2390,PLY-797,TXN-PAY-2390,notreceived,2016-05-30
PAY-2391,PLY-797,TXN-PAY-2391,received,2017-07-24
PAY-2392,PLY-797,TXN-PAY-2392,received,2015-05-30
PAY-2393,PLY-798,TXN-PAY-2393,received,2016-08-26
PAY-2394,PLY-798,TXN-PAY-2394,received,2017-01-13
PAY-2395,PLY-798,TXN-PAY-2395,notreceived,2015-11-04
PAY-2396,PLY-799,TXN-PAY-2396,received,2017-12-02
PAY-2397,PLY-799,TXN-PAY-2397,received,2017-05-15
PAY-2398,PLY-799,TXN-PAY-2398,received,2017-02-18
PAY-2399,PLY-800,TXN-PAY-2399,received,2016-04-13
PAY-2400,PLY-800,TXN-PAY-2400,received,2016-04-09
PAY-2401,PLY-800,TXN-PAY-2401,received,2017-07-05
PAY-2402,PLY-801,TXN-PAY-2402,received,2016-12-26
PAY-2403,PLY-801,TXN-PAY-2403,received,2015-09-29
PAY-2404,PLY-801,TXN-PAY-2404,notreceived,2016-09-21
PAY-2405,PLY-802,TXN-PAY-2405,received,2015-12-13
PAY-2406,PLY-802,TXN-PAY-2406,notreceived,2017-08-11
PAY-2407,PLY-802,TXN-PAY-2407,notreceived,2017-05-12
PAY-2408,PLY-803,TXN-PAY-2408,received,2016-11-13
PAY-2409,PLY-803,TXN-PAY-2409,notreceived,2018-02-23
PAY-2410,PLY-803,TXN-PAY-2410,received,2015-08-20
PAY-2411,PLY-804,TXN-PAY-2411,received,2015-06-04
PAY-2412,PLY-804,TXN-PAY-2412,notreceived,2017-06-05
PAY-2413,PLY-804,TXN-PAY-2413,received,2016-08-21
PAY-2414,PLY-805,TXN-PAY-2414,received,2018-06-26
PAY-2415,PLY-805,TXN-PAY-2415,received,2016-03-20
PAY-2416,PLY-805,TXN-PAY-2416,notreceived,2015-01-12
PAY-2417,PLY-806,TXN-PAY-2417,received,2017-02-07
PAY-2418,PLY-806,TXN-PAY-2418,received,2015-09-03
PAY-2419,PLY-806,TXN-PAY-2419,received,2018-10-17
PAY-2420,PLY-807,TXN-PAY-2420,received,2018-06-22
PAY-2421,PLY-807,TXN-PAY-2421,received,2016-11-12
PAY-2422,PLY-807,TXN-PAY-2422,received,2017-12-23
PAY-2423,PLY-808,TXN-PAY-2423,received,2017-09-05
PAY-2424,PLY-808,TXN-PAY-2424,received,2018-11-06
PAY-2425,PLY-808,TXN-PAY-2425,received,2015-03-31
PAY-2426,PLY-809,TXN-PAY-2426,received,2017-03-09
PAY-2427,PLY-809,TXN-PAY-2427,notreceived,2016-05-06
PAY-2428,PLY-809,TXN-PAY-2428,received,2016-11-30
PAY-2429,PLY-810,TXN-PAY-2429,notreceived,2018-11-29
PAY-2430,PLY-810,TXN-PAY-2430,received,2015-02-10
PAY-2431,PLY-810,TXN-PAY-2431,received,2018-02-21
PAY-2432,PLY-811,TXN-PAY-2432,received,2017-10-20
PAY-2433,PLY-811,TXN-PAY-2433,received,2016-09-01
PAY-2434,PLY-811,TXN-PAY-2434,received,2017-03-12
PAY-2435,PLY-812,TXN-PAY-2435,received,2018-04-12
PAY-2436,PLY-812,TXN-PAY-2436,received,2016-10-27
PAY-2437,PLY-812,TXN-PAY-2437,received,2018-01-26
PAY-2438,PLY-813,TXN-PAY-2438,received,2018-02-19
PAY-2439,PLY-813,TXN-PAY-2439,received,2015-12-14
PAY-2440,PLY-813,TXN-PAY-2440,received,2016-12-22
PAY-2441,PLY-814,TXN-PAY-2441,received,2018-07-27
PAY-2442,PLY-814,TXN-PAY-2442,notreceived,2018-08-16
PAY-2443,PLY-814,TXN-PAY-2443,notreceived,2018-08-23
PAY-2444,PLY-815,TXN-PAY-2444,received,2016-02-10
PAY-2445,PLY-815,TXN-PAY-2445,received,2017-12-15
PAY-2446,PLY-815,TXN-PAY-2446,received,2017-04-22
PAY-2447,PLY-816,TXN-PAY-2447,notreceived,2016-09-15
PAY-2448,PLY-816,TXN-PAY-2448,received,2015-03-22
PAY-2449,PLY-816,TXN-PAY-2449,received,2017-05-26
PAY-2450,PLY-817,TXN-PAY-2450,received,2015-12-13
PAY-2451,PLY-817,TXN-PAY-2451,received,2018-08-04
PAY-2452,PLY-817,TXN-PAY-2452,received,2016-12-25
PAY-2453,PLY-818,TXN-PAY-2453,received,2015-11-04
PAY-2454,PLY-818,TXN-PAY-2454,received,2018-01-08
PAY-2455,PLY-818,TXN-PAY-2455,received,2015-04-06
PAY-2456,PLY-819,TXN-PAY-2456,notreceived,2016-03-13
PAY-2457,PLY-819,TXN-PAY-2457,received,2017-09-01
PAY-2458,PLY-819,TXN-PAY-2458,received,2017-07-01
PAY-2459,PLY-820,TXN-PAY-2459,received,2015-01-17
PAY-2460,PLY-820,TXN-PAY-2460,received,2016-02-28
PAY-2461,PLY-820,TXN-PAY-2461,received,2017-06-19
PAY-2462,PLY-821,TXN-PAY-2462,received,2018-11-11
PAY-2463,PLY-821,TXN-PAY-2463,received,2016-10-14
PAY-2464,PLY-821,TXN-PAY-2464,received,2016-09-15
PAY-2465,PLY-822,TXN-PAY-2465,notreceived,2017-11-02
PAY-2466,PLY-822,TXN-PAY-2466,received,2016-09-30
PAY-2467,PLY-822,TXN-PAY-2467,received,2018-07-09
PAY-2468,PLY-823,TXN-PAY-2468,received,2015-04-13
PAY-2469,PLY-823,TXN-PAY-2469,received,2018-07-04
PAY-2470,PLY-823,TXN-PAY-2470,received,2017-12-09
PAY-2471,PLY-824,TXN-PAY-2471,received,2017-08-02
PAY-2472,PLY-824,TXN-PAY-2472,received,2016-03-19
PAY-2473,PLY-824,TXN-PAY-2473,received,2015-10-23
PAY-2474,PLY-825,TXN-PAY-2474,notreceived,2017-09-15
PAY-2475,PLY-825,TXN-PAY-2475,received,2018-03-13
PAY-2476,PLY-825,TXN-PAY-2476,received,2017-03-16
PAY-2477,PLY-826,TXN-PAY-2477,received,2018-02-06
PAY-2478,PLY-826,TXN-PAY-2478,received,2017-09-03
PAY-2479,PLY-826,TXN-PAY-2479,received,2015-06-29
PAY-2480,PLY-827,TXN-PAY-2480,received,2016-05-19
PAY-2481,PLY-827,TXN-PAY-2481,received,2018-04-11
PAY-2482,PLY-827,TXN-PAY-2482,received,2015-10-24
PAY-2483,PLY-828,TXN-PAY-2483,received,2015-03-02
PAY-2484,PLY-828,TXN-PAY-2484,received,2015-01-23
PAY-2485,PLY-828,TXN-PAY-2485,notreceived,2018-01-17
PAY-2486,PLY-829,TXN-PAY-2486,notreceived,2018-09-24
PAY-2487,PLY-829,TXN-PAY-2487,received,2015-09-17
PAY-2488,PLY-829,TXN-PAY-2488,notreceived,2015-09-05
PAY-2489,PLY-830,TXN-PAY-2489,received,2015-09-11
PAY-2490,PLY-830,TXN-PAY-2490,received,2016-02-21
PAY-2491,PLY-830,TXN-PAY-2491,received,2017-12-18
PAY-2492,PLY-831,TXN-PAY-2492,received,2015-01-21
PAY-2493,PLY-831,TXN-PAY-2493,received,2017-03-03
PAY-2494,PLY-831,TXN-PAY-2494,received,2018-06-09
PAY-2495,PLY-832,TXN-PAY-2495,received,2015-02-02
PAY-2496,PLY-832,TXN-PAY-2496,received,2015-05-27
PAY-2497,PLY-832,TXN-PAY-2497,notreceived,2017-08-08
PAY-2498,PLY-833,TXN-PAY-2498,received,2015-01-10
PAY-2499,PLY-833,TXN-PAY-2499,received,2015-06-18
PAY-2500,PLY-833,TXN-PAY-2500,received,2017-09-18
PAY-2501,PLY-834,TXN-PAY-2501,received,2016-12-06
PAY-2502,PLY-834,TXN-PAY-2502,received,2015-07-23
PAY-2503,PLY-834,TXN-PAY-2503,received,2017-04-24
PAY-2504,PLY-835,TXN-PAY-2504,received,2018-10-02
PAY-2505,PLY-835,TXN-PAY-2505,received,2016-03-02
PAY-2506,PLY-835,TXN-PAY-2506,received,2015-12-27
PAY-2507,PLY-836,TXN-PAY-2507,received,2017-09-16
PAY-2508,PLY-836,TXN-PAY-2508,received,2015-12-04
PAY-2509,PLY-836,TXN-PAY-2509,received,2018-05-23
PAY-2510,PLY-837,TXN-PAY-2510,notreceived,2015-07-23
PAY-2511,PLY-837,TXN-PAY-2511,received,2016-10-15
PAY-2512,PLY-837,TXN-PAY-2512,received,2016-05-30
PAY-2513,PLY-838,TXN-PAY-2513,received,2016-07-27
PAY-2514,PLY-838,TXN-PAY-2514,received,2018-02-14
PAY-2515,PLY-838,TXN-PAY-2515,received,2016-03-01
PAY-2516,PLY-839,TXN-PAY-2516,received,2017-10-15
PAY-2517,PLY-839,TXN-PAY-2517,received,2017-08-09
PAY-2518,PLY-839,TXN-PAY-2518,notreceived,2018-10-21
PAY-2519,PLY-840,TXN-PAY-2519,received,2015-07-17
PAY-2520,PLY-840,TXN-PAY-2520,notreceived,2017-07-12
PAY-2521,PLY-840,TXN-PAY-2521,received,2015-09-17
PAY-2522,PLY-841,TXN-PAY-2522,received,2018-03-11
PAY-2523,PLY-841,TXN-PAY-2523,received,2017-09-08
PAY-2524,PLY-841,TXN-PAY-2524,received,2016-03-27
PAY-2525,PLY-842,TXN-PAY-2525,received,2017-04-07
PAY-2526,PLY-842,TXN-PAY-2526,notreceived,2017-07-27
PAY-2527,PLY-842,TXN-PAY-2527,received,2017-12-16
PAY-2528,PLY-843,TXN-PAY-2528,received,2016-07-25
PAY-2529,PLY-843,TXN-PAY-2529,notreceived,2018-03-19
PAY-2530,PLY-843,TXN-PAY-2530,received,2017-11-29
PAY-2531,PLY-844,TXN-PAY-2531,received,2016-03-15
PAY-2532,PLY-844,TXN-PAY-2532,received,2015-02-02
PAY-2533,PLY-844,TXN-PAY-2533,received,2017-10-14
PAY-2534,PLY-845,TXN-PAY-2534,received,2015-11-21
PAY-2535,PLY-845,TXN-PAY-2535,received,2018-03-30
PAY-2536,PLY-845,TXN-PAY-2536,received,2017-03-04
PAY-2537,PLY-846,TXN-PAY-2537,received,2018-11-13
PAY-2538,PLY-846,TXN-PAY-2538,received,2016-09-15
PAY-2539,PLY-846,TXN-PAY-2539,received,2017-07-24
PAY-2540,PLY-847,TXN-PAY-2540,notreceived,2015-03-29
PAY-2541,PLY-847,TXN-PAY-2541,received,2017-04-20
PAY-2542,PLY-847,TXN-PAY-2542,received,2016-07-08
PAY-2543,PLY-848,TXN-PAY-2543,received,2017-01-11
PAY-2544,PLY-848,TXN-PAY-2544,notreceived,2015-02-09
PAY-2545,PLY-848,TXN-PAY-2545,received,2016-12-10
PAY-2546,PLY-849,TXN-PAY-2546,notreceived,2015-12-18
PAY-2547,PLY-849,TXN-PAY-2547,notreceived,2016-12-24
PAY-2548,PLY-849,TXN-PAY-2548,received,2015-02-26
PAY-2549,PLY-850,TXN-PAY-2549,received,2017-11-10
PAY-2550,PLY-850,TXN-PAY-2550,received,2015-10-01
PAY-2551,PLY-850,TXN-PAY-2551,received,2018-09-25
PAY-2552,PLY-851,TXN-PAY-2552,received,2015-03-30
