policyid,customerid,premium,avgclaimamount,tenure,date
PLY-2846,0949,2210,307052,5,2016-03-09
PLY-2847,0949,2559,343858,5,2018-04-21
PLY-2848,0949,2578,413386,5,2016-02-24
PLY-2849,0950,4571,419061,5,2017-10-13
PLY-2850,0950,3985,263673,5,2015-12-17
PLY-2851,0950,2306,463348,5,2016-12-20
PLY-2852,0951,3065,290854,5,2017-09-28
PLY-2853,0951,4524,254043,5,2017-01-20
PLY-2854,0951,3484,349533,5,2015-11-28
PLY-2855,0952,2499,256777,5,2018-08-22
PLY-2856,0952,2936,385188,5,2018-06-19
PLY-2857,0952,3683,321666,5,2016-06-11
PLY-2858,0953,4813,446780,5,2015-08-04
PLY-2859,0953,2035,330457,5,2017-06-07
PLY-2860,0953,2820,448046,5,2015-08-01
PLY-2861,0954,4858,329511,5,2018-03-11
PLY-2862,0954,2259,300566,5,2017-10-03
PLY-2863,0954,2457,418903,5,2015-02-08
PLY-2864,0955,2649,459226,5,2018-03-24
PLY-2865,0955,2377,460231,5,2018-03-18
PLY-2866,0955,4429,354320,5,2015-09-04
PLY-2867,0956,2471,405291,5,2015-10-26
PLY-2868,0956,2830,345539,5,2018-01-06
PLY-2869,0956,3712,292009,5,2018-05-01
PLY-2870,0957,4587,280557,5,2016-02-05
PLY-2871,0957,3630,363052,5,2015-12-21
PLY-2872,0957,2625,432673,5,2016-06-28
PLY-2873,0958,3297,347338,5,2018-08-18
PLY-2874,0958,2455,362357,5,2016-02-17
PLY-2875,0958,2960,447420,5,2015-01-27
PLY-2876,0959,3796,472343,5,2016-02-09
PLY-2877,0959,2377,352744,5,2017-05-09
PLY-2878,0959,2715,424002,5,2015-07-14
PLY-2879,0960,2667,400082,5,2017-08-15
PLY-2880,0960,3816,433979,5,2018-04-02
PLY-2881,0960,3182,420998,5,2018-10-13
PLY-2882,0961,2520,379891,5,2015-01-07
PLY-2883,0961,4590,252029,5,2015-02-07
PLY-2884,0961,3707,281068,5,2015-04-20
PLY-2885,0962,4099,375734,5,2015-04-08
PLY-2886,0962,3595,282939,5,2018-05-07
PLY-2887,0962,2516,475551,5,2017-06-24
PLY-2888,0963,3940,360929,5,2016-12-27
PLY-2889,0963,2444,303559,5,2016-04-18
PLY-2890,0963,3161,252777,5,2017-02-05
PLY-2891,0964,4813,399137,5,2016-06-02
PLY-2892,0964,4907,392114,5,2018-10-17
PLY-2893,0964,4770,415176,5,2017-05-19
PLY-2894,0965,4713,361219,5,2017-02-06
PLY-2895,0965,4629,360877,5,2017-05-01
PLY-2896,0965,3545,491602,5,2017-06-10
PLY-2897,0966,3925,455821,5,2016-10-26
PLY-2898,0966,2952,372825,5,2015-08-27
PLY-2899,0966,2996,422291,5,2016-09-25
PLY-2900,0967,3083,272175,5,2018-03-01
PLY-2901,0967,2508,321676,5,2015-05-21
PLY-2902,0967,3011,265148,5,2017-08-20
PLY-2903,0968,2532,341024,5,2016-03-31
PLY-2904,0968,4378,397446,5,2015-07-28
PLY-2905,0968,4471,306069,5,2015-03-18
PLY-2906,0969,3294,358957,5,2016-01-02
PLY-2907,0969,3575,297975,5,2016-05-09
PLY-2908,0969,4830,467600,5,2015-01-10
PLY-2909,0970,3734,424780,5,2017-10-18
PLY-2910,0970,3956,353297,5,2018-01-23
PLY-2911,0970,2815,419645,5,2017-02-06
PLY-2912,0971,4846,475384,5,2018-04-20
PLY-2913,0971,4691,283693,5,2015-05-11
PLY-2914,0971,2816,318049,5,2015-07-06
PLY-2915,0972,2294,484524,5,2015-08-24
PLY-2916,0972,4012,318336,5,2018-04-05
PLY-2917,0972,3148,490019,5,2017-06-15
PLY-2918,0973,3289,463360,5,2017-11-07
PLY-2919,0973,3070,298993,5,2016-10-04
PLY-2920,0973,3568,384000,5,2017-05-19
PLY-2921,0974,3284,260839,5,2015-10-25
PLY-2922,0974,2986,389434,5,2015-09-25
PLY-2923,0974,3498,363521,5,2018-06-04
PLY-2924,0975,2914,340413,5,2018-11-20
PLY-2925,0975,4324,291971,5,2018-04-11
PLY-2926,0975,3857,284540,5,2017-03-06
PLY-2927,0976,3901,267229,5,2016-08-08
PLY-2928,0976,2281,369032,5,2018-04-18
PLY-2929,0976,2661,287260,5,2015-12-13
PLY-2930,0977,4912,314829,5,2017-01-29
PLY-2931,0977,3050,258529,5,2017-05-12
PLY-2932,0977,3450,454213,5,2017-08-11
PLY-2933,0978,4840,287073,5,2016-08-23
PLY-2934,0978,3963,466911,5,2017-06-25
PLY-2935,0978,3259,339837,5,2016-04-06
PLY-2936,0979,4286,321689,5,2017-10-21
PLY-2937,0979,3945,296390,5,2018-08-30
PLY-2938,0979,3647,457083,5,2016-06-16
PLY-2939,0980,2229,442678,5,2017-03-19
PLY-2940,0980,2229,336478,5,2016-04-04
PLY-2941,0980,3716,451873,5,2018-11-26
PLY-2942,0981,3234,358683,5,2017-11-29
PLY-2943,0981,3652,434179,5,2018-11-05
PLY-2944,0981,2490,460584,5,2017-12-04
PLY-2945,0982,3865,465575,5,2015-07-15
PLY-2946,0982,2946,456746,5,2016-06-20
PLY-2947,0982,2352,280817,5,2016-02-27
PLY-2948,0983,3589,286486,5,2016-08-16
PLY-2949,0983,2481,260686,5,2017-06-27
PLY-2950,0983,4614,428607,5,2017-10-11
PLY-2951,0984,4679,274819,5,2016-02-10
PLY-2952,0984,3515,361576,5,2016-09-23
PLY-2953,0984,4348,410607,5,2017-03-05
PLY-2954,0985,2159,274306,5,2018-03-16
PLY-2955,0985,3985,303716,5,2016-04-20
PLY-2956,0985,2695,320597,5,2017-05-21
PLY-2957,0986,2591,335112,5,2016-07-11
PLY-2958,0986,2935,421055,5,2015-11-14
PLY-2959,0986,2955,407763,5,2016-10-22
PLY-2960,0987,3503,327086,5,2015-10-23
PLY-2961,0987,2013,340112,5,2016-03-11
PLY-2962,0987,2722,356966,5,2018-02-14
PLY-2963,0988,2731,321351,5,2016-03-10
PLY-2964,0988,2285,256205,5,2018-01-04
PLY-2965,0988,4956,386626,5,2015-09-13
PLY-2966,0989,2695,321780,5,2018-07-01
PLY-2967,0989,4226,472086,5,2017-11-14
PLY-2968,0989,3030,413582,5,2016-08-04
PLY-2969,0990,3155,322295,5,2017-11-28
PLY-2970,0990,4012,437174,5,2017-08-07
PLY-2971,0990,2470,348348,5,2015-12-14
PLY-2972,0991,3265,333620,5,2016-05-22
PLY-2973,0991,2120,279382,5,2015-11-25
PLY-2974,0991,4384,459158,5,2017-05-25
PLY-2975,0992,2346,341808,5,2016-01-14
PLY-2976,0992,2342,255990,5,2017-08-27
PLY-2977,0992,3082,485893,5,2017-06-07
PLY-2978,0993,3485,285567,5,2016-04-04
PLY-2979,0993,4605,283958,5,2017-12-10
PLY-2980,0993,4651,354528,5,2018-11-19
PLY-2981,0994,2449,446813,5,2015-12-26
PLY-2982,0994,2915,433992,5,2015-05-16
PLY-2983,0994,2991,495417,5,2018-08-24
PLY-2984,0995,4692,430995,5,2018-11-16
PLY-2985,0995,2895,332743,5,2017-08-11
PLY-2986,0995,2665,399037,5,2016-08-03
PLY-2987,0996,2194,420674,5,2018-11-10
PLY-2988,0996,4616,495129,5,2016-10-07
PLY-2989,0996,3247,441576,5,2018-08-24
PLY-2990,0997,2927,398656,5,2018-06-05
PLY-2991,0997,4213,303880,5,2015-10-31
PLY-2992,0997,2194,315268,5,2016-12-09
PLY-2993,0998,2041,392244,5,2018-06-01
PLY-2994,0998,3129,284555,5,2018-08-03
PLY-2995,0998,4962,253063,5,2017-06-30
PLY-2996,0999,3234,282604,5,2017-04-13
PLY-2997,0999,4074,294903,5,2017-12-29
PLY-2998,0999,3010,350439,5,2015-07-05
PLY-2999,01000,3920,429255,5,2018-07-16
PLY-3000,01000,2598,392450,5,2018-07-23
